2.332623749188830146e-07 3.685568849955843385e-02 9.493801985436030322e-02 6.927915861328316771e-02 1.586207475685896470e-02 2.192689650474992369e-02 1.175644702214919540e-01 7.231366884860292166e-03 7.137851998755311012e-02 1.469576288226454724e-02 5.132005510590345425e-03 2.211329646854759967e-01 1.170979454716541829e-01 5.901561411685232045e-02 6.204802499079779127e-02 2.334956372938018639e-04 8.024249023447066476e-02 5.365267885509228396e-03
9.387991555500658104e-04 6.589071033737824157e-02 6.851882235051580394e-02 7.884523761699322592e-03 2.816022022076891587e-03 3.735692276617048890e-02 2.628299735424209117e-03 1.877222866526826109e-07 6.343137943217012076e-01 7.133634615088590980e-03 2.477952956044075783e-02 6.945912328435908945e-03 2.327775126721929808e-02 9.404905333528063016e-02 1.126352492144760790e-02 3.756322955920178607e-04 1.107580263479492587e-02 7.510768688973831243e-04
1.524325543690961812e-03 8.019692302208765444e-02 1.958033152233938298e-02 1.195929003784492080e-02 8.208447912760883161e-04 5.862456850249348622e-03 3.687412783042549602e-01 1.173640388612147255e-04 1.765737861029253175e-01 4.994725066824808740e-02 1.641572335760107431e-03 1.063429576535071114e-01 1.408135145218359086e-01 2.110453981923827646e-02 4.103754969212164774e-03 1.173640388612147255e-04 9.379860612323716318e-03 1.172585167483524956e-03
6.520000860210007796e-04 1.397844522254349797e-01 1.228409217541246018e-01 8.862802368705559319e-02 2.313476167295206581e-02 1.792136768177964370e-02 4.659503463322795663e-02 3.258371244482763132e-07 1.466299643729688032e-02 3.258403828195207547e-02 1.303381081505549863e-02 4.692087175767623713e-02 7.168742574986526790e-03 1.860533238970902004e-01 3.584240952643483885e-02 1.303674334917553435e-03 2.222212447108488642e-01 6.520000860210007796e-04
2.716639799099053639e-07 9.290935279316753226e-02 2.309170995632186738e-02 1.336589497796533410e-01 7.525119409902368550e-02 1.630255543439342080e-03 9.779930443154583042e-02 5.435996237997206158e-04 1.521345453893461000e-02 9.236846980916691568e-03 1.043192399493835659e-01 4.020654069064590053e-02 9.236846980916691568e-03 1.141015882019593385e-02 5.161887282268112082e-03 2.719356438898152227e-04 3.800581795579374700e-01 2.716639799099053639e-07
3.865454357101496580e-07 1.124851083370892596e-01 4.831856600920442224e-02 7.924220086601639623e-02 3.401638488792887993e-02 3.869319811458597877e-04 9.199820024445133637e-02 3.869319811458597877e-04 1.774247415363943980e-01 2.010074920236349164e-02 1.043711330960975237e-02 1.093927448514080553e-01 9.199820024445133637e-02 1.275638592387064868e-02 2.242002181662439142e-02 7.734774168560094084e-04 1.870883774291481338e-01 7.734774168560094084e-04
1.457297255705246039e-07 2.439517063347837189e-01 1.457297255705246039e-07 1.807063170047061920e-02 1.458754552960951048e-04 1.457297255705246039e-07 2.916051808666197064e-04 1.457297255705246039e-07 5.778185076168556034e-01 1.326155075664330919e-02 1.457297255705246039e-07 5.830646320076689638e-04 1.171668450884273405e-01 9.618307617380193394e-03 1.457297255705246039e-07 4.373349064371442538e-04 1.748771279818852123e-02 1.165983534289767153e-03
9.172797152763764017e-06 9.172797152763764017e-06 2.752756425544405222e-02 9.181969949916527277e-03 9.181969949916527277e-03 9.172797152763764017e-06 9.172797152763764017e-06 1.100827386303179223e-01 9.172797152763764017e-06 9.181969949916527277e-03 9.172797152763764017e-06 8.256434717202662532e-02 2.752756425544405222e-02 7.154873507127263998e-01 9.172797152763764017e-06 9.172797152763764017e-06 9.181969949916527277e-03 9.172797152763764017e-06
1.228608357609715929e-02 1.028442951962097243e-02 2.426143451782017402e-01 2.215630875113490036e-02 6.688292353032691817e-02 6.495029202752232445e-02 6.764279282369748889e-03 6.909157622526420630e-05 9.663164416278334501e-02 5.038715440579933681e-03 2.850638368892142310e-02 3.230262414085901396e-02 1.283826400546989911e-02 2.952095310759553226e-01 2.643570707877364312e-02 1.587587757000301966e-03 7.495856230990326219e-02 4.832268982548199835e-04
2.495777127630006975e-02 2.949544474304856626e-02 9.812775592761957544e-02 6.807077409306087207e-03 6.807077409306087207e-03 2.552498045964363138e-02 4.538240675931838955e-03 5.672091833435619723e-07 2.416316793135407370e-01 1.871847025952088836e-02 6.807077409306087207e-03 1.304637842608527033e-02 3.800358249320200110e-02 4.560367506174071717e-01 3.971031492588277326e-03 1.021033250936746045e-02 1.418079679277239359e-02 1.134985575870467445e-03
5.265879522995568957e-07 4.634026639031331440e-02 8.425933824745211395e-03 4.002121096271862855e-02 6.213790495930002211e-02 2.106878397150527271e-03 1.895769287073634582e-02 5.265879522995568957e-07 1.037383531909650131e-01 4.213230206348755023e-03 6.319582015546981908e-03 9.479109729344323970e-03 3.896803505811951424e-02 2.264380853683324590e-02 3.686642254049198302e-03 5.265879522995568957e-07 6.329592452520197421e-01 5.265879522995568957e-07
3.559853393104237939e-04 5.123644862905615827e-02 4.038432184348102194e-02 4.162964786805521678e-02 2.698801178007257939e-01 7.827941486755600822e-03 2.455089095960909587e-02 1.779037177963137610e-07 1.597577164848075493e-01 2.135022517273561533e-03 8.539556357940856005e-03 2.455089095960909587e-02 7.116326615570346507e-03 5.621775272735294454e-02 6.404711744385091325e-03 5.338890571067375895e-04 2.987005200837286045e-01 1.780816215141100525e-04
1.906260263643008712e-02 5.312641308196319918e-03 9.734363247103366978e-02 1.031262724573587218e-02 4.406253232412783716e-02 4.265628627919483551e-02 4.062644823811432937e-03 1.562495605481109487e-07 5.000001562495605401e-02 2.734382934547996760e-02 3.968754462878073402e-02 5.312641308196319918e-03 3.129680260274267933e-01 2.699993968766962738e-01 3.906395263263322606e-03 2.343899657782212362e-03 6.406247607428604274e-02 1.562651855041657673e-03
3.562992576277210222e-01 2.452196528544467458e-02 3.376341771968899286e-02 2.882244315088509923e-02 1.491451473499265899e-02 6.542225477165468372e-02 4.181537627625830228e-02 5.215564655488717782e-03 4.172387674720638012e-02 4.748834707747758704e-02 5.032565597384869999e-03 7.548720296736632918e-02 7.567020202547017349e-02 9.991757722423003085e-02 2.388146858208120560e-02 3.660896157367478278e-04 5.416781269826803635e-02 5.490063242644489458e-03
6.034937459943102638e-07 4.586612818931357777e-02 4.526263444331926622e-02 2.776131580948426603e-02 2.836480955547857410e-02 1.207590985734614732e-03 1.297517588825226886e-01 1.811084731728924979e-03 5.974648434718270867e-02 1.811084731728924979e-03 2.353685958752409213e-02 3.802016634701614328e-01 3.741721574539322998e-02 1.388095965161513165e-02 1.810541587357530208e-02 6.034937459943102638e-07 1.846696897680049076e-01 6.040972397403044855e-04
1.176221506034016400e-05 4.706062245642099462e-02 3.529840739608083172e-02 2.353619233574066535e-02 3.529840739608083172e-02 2.353619233574066535e-02 1.176221506034016400e-05 1.176221506034016400e-05 1.764449881201627934e-01 2.823049236632242942e-01 1.176221506034016400e-05 3.529840739608083172e-02 1.764449881201627934e-01 9.410948269778163233e-02 1.176221506034016400e-05 4.706062245642099462e-02 2.353619233574066535e-02 1.176221506034016400e-05
